area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1952,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0003660860,0.5366820386778959
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1952,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0000485168,0.016182411424807752
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1952,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0010804734,1.2014864668239107
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1953,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0023321329,3.4189067899355527
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1953,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0000607746,0.03524907621925482
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1953,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0068831035,52.51807936636775
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1954,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0013504718,1.9797916481024354
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1954,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0000070448,0.0034979142284734346
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1954,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0039858094,18.095574547073273
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1958,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0127087476,18.63102399740099
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1958,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0018891227,4.5328509993194945
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1958,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0375088510,788.0984785060285
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1959,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0522346531,76.57600138596659
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1959,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0017391872,4.460608320500794
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1959,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.1541663964,17011.95336917887
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.1493355772,218.92595611083087
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1968,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0334120182,293.55660433510764
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1968,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.4407519995,44125.444810061854
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,Discards,0.0000156497,0.02294250420152218
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0077622479,11.379455361872482
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1969,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0020467200,17.831843627111873
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1969,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0000461889,0.005287438640684105
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1969,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0229096531,2196.0047960896322
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1970,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,Discards,0.0000122522,0.017961762469946668
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1970,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0025023684,3.6684720343151067
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1970,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0007811026,5.568848321576382
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1970,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0000361615,0.011318536467471564
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1970,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0073855399,538.6421962973294
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1971,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,Discards,0.0000105299,0.015436801406647764
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1971,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0081211894,11.90566364547743
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1971,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0035332050,24.74334813223037
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1971,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0000310781,0.005122191039881959
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1971,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0239690403,1571.8417222934906
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1973,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,Discards,0.0000009082,0.0013313876106575816
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1973,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0002147586,0.3148360352234767
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1973,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,mixed gear,Direct human consumption,0.0002157307,2.1402022496158235
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1973,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0000026804,0.000974197804052959
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1973,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0006338427,36.662727530380366
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1975,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,Discards,0.0000073970,0.010843941054980896
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1975,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0087007511,12.75530107300358
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1975,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0000218315,0.0012642286366384644
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1975,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0256795702,1113.9283946579799
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1977,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Taiwan",Industrial,Discards,Unreported,longline,Discards,0.0000057743,0.008465133916219357
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1977,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Indonesia",Industrial,Discards,Unreported,longline,Discards,0.0000046194,0.0067721081004658
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1977,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Japan",Industrial,Discards,Unreported,longline,Discards,0.0233423092,34.219825219507776
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1977,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Taiwan",Industrial,Landings,Reported,longline,Direct human consumption,0.0000170424,0.000158542025714211
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1977,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Indonesia",Industrial,Landings,Reported,longline,Direct human consumption,0.0000136339,0.0001288405600728953
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1977,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Japan",Industrial,Landings,Reported,longline,Direct human consumption,0.0688929566,3669.0321878890563
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1987,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Discards,Unreported,longline,Discards,0.0000000154,2.2586549461533527e-05
"Heard & McDonald Isl. (Australia)",eez,Assigned Tuna RFMO catch,,1987,"Thunnus maccoyii","Southern bluefin tuna","Large pelagics (>=90 cm)","Tuna & billfishes","Australia",Industrial,Landings,Reported,longline,Direct human consumption,0.0000000456,0.0009875163665855166
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0439560000,1693.810048819787
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000220000,0.0004122678113009588
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000220000,0.0004122678113009588
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.4455540000,34.95206851482149
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0002230000,8.710268499999999e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0002230000,8.710268499999999e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0079920000,6.387206400000004e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000040000,1.6000000000000006e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000040000,1.6000000000000006e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.3016980000,0.09102168320399999
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0001510000,2.2801000000000003e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0001510000,2.2801000000000003e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,2.6133840000,6.829775931456
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0013080000,1.710864e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0013080000,1.710864e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0179820000,0.00032335232400000006
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000090000,8.100000000000002e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000090000,8.100000000000002e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,3.7322640000,13.929794565695996
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0018680000,3.489423999999999e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0018680000,3.489423999999999e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.2197800000,0.048303248400000005
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0001100000,1.2100000000000002e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0001100000,1.2100000000000002e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0079920000,6.387206400000002e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000040000,1.6e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000040000,1.6e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.9250740000,0.855761905476
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0004630000,2.1436899999999998e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0004630000,2.1436899999999998e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0059940000,3.5928036000000004e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000030000,9.000000000000001e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1990,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000030000,9.000000000000001e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0239760000,546.5328832991024
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000120000,0.0001303056126156756
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000120000,0.0001303056126156756
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,1.2167820000,232.20416646479015
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0006090000,5.804204216999999e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0006090000,5.804204216999999e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0579420000,0.0033572753640000006
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000290000,8.410000000000002e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000290000,8.410000000000002e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.1798200000,0.0323352324
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000900000,8.1e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000900000,8.1e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.8591400000,0.7381215396
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0004300000,1.8490000000000002e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0004300000,1.8490000000000002e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0379620000,0.0014411134440000001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000190000,3.610000000000001e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000190000,3.610000000000001e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,9.0189720000,81.34185593678393
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0045140000,2.0376195999999985e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0045140000,2.0376195999999985e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,1992,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.6633360000,0.4400146488960001
