area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0059940000,0.005227529238
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0000030000,1.3095e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Other,0.0000030000,1.3095e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0059940000,3.5928036000000004e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000030000,9.000000000000001e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000030000,9.000000000000001e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Mancopsetta maculata","Antarctic armless flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0011388600,1.2970020996000002e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Mancopsetta maculata","Antarctic armless flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000005700,3.2490000000000006e-13
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Mancopsetta maculata","Antarctic armless flounder","Small to medium flatfishes (<90 cm)","Flatfishes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000005700,3.2490000000000006e-13
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Macrourus carinatus","Ridge scaled rattail","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,beam trawl,Direct human consumption,0.0019980000,0.002095802100000001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Macrourus carinatus","Ridge scaled rattail","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,beam trawl,Fishmeal and fish oil,0.0000010000,5.25e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Macrourus carinatus","Ridge scaled rattail","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,beam trawl,Other,0.0000010000,5.25e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Macrourus carinatus","Ridge scaled rattail","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,1.0469520000,1.0982003004000003
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Macrourus carinatus","Ridge scaled rattail","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0005240000,2.751e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Macrourus carinatus","Ridge scaled rattail","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0005240000,2.751e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Bathyraja irrasa","Kerguelen sandpaper skate","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,4.5814140000,20.989354239396
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Bathyraja irrasa","Kerguelen sandpaper skate","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0022930000,5.257849000000001e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2003,"Bathyraja irrasa","Kerguelen sandpaper skate","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0022930000,5.257849000000001e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,249.4504198800,2318881.3631688575
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.1248500600,0.4953708254230582
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.1248500600,0.4953708254230582
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0006393600,5.94346559556347
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000003200,1.2696723104128166e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0000003200,1.2696723104128166e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,3.9920000000,37109.47612845562
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0039960000,0.055204072617605196
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000020000,1.3828661649037726e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Mollusca","Clams, seasnails, squids, octopuses","Other demersal invertebrates","Molluscs","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000020000,1.3828661649037726e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,1.3992593400,1.9635181408998754
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0007003300,4.918627689e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0007003300,4.918627689e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0039960000,0.005607408338640001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000020000,1.40466e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cnidaria","Cnidarians, coelenterates","Jellyfish","Other fishes & inverts","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0000020000,1.40466e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cephalopoda","Squids, cuttlefishes, octopuses","Cephalopods","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0885713400,83.38359113875433
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cephalopoda","Squids, cuttlefishes, octopuses","Cephalopods","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000443300,8.477727549722949e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Cephalopoda","Squids, cuttlefishes, octopuses","Cephalopods","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000443300,8.477727549722949e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,117.3645180000,34232.89342455278
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0587410000,0.008558100005072768
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Rajiformes","Skates and rays","Large rays (>=90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Other,0.0587410000,0.008558100005072768
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,7.1928000000,51.73637183999999
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0036000000,1.2959999999999998e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Myctophidae","Lanternfishes","Small pelagics (<30 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0036000000,1.2959999999999998e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Macrouridae","Grenadiers, rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0011388600,0.00012101950600537837
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Macrouridae","Grenadiers, rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000005700,3.031547714014786e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Macrouridae","Grenadiers, rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000005700,3.031547714014786e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Gempylidae","Snake mackerels","Large benthopelagics (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0119880000,0.00014371214400000002
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Gempylidae","Snake mackerels","Large benthopelagics (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000060000,3.6000000000000005e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Gempylidae","Snake mackerels","Large benthopelagics (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000060000,3.6000000000000005e-11
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,55.9799640000,3168.429239543616
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0280180000,0.0007936939039999999
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Macrourus","Rattails","Medium benthopelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Other,0.0280180000,0.0007936939039999999
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Etmopterus","Lanternsharks","Small to medium sharks (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,0.0199800000,0.06259462272000002
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Etmopterus","Lanternsharks","Small to medium sharks (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0000100000,1.5680000000000002e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Etmopterus","Lanternsharks","Small to medium sharks (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,hand lines,Other,0.0000100000,1.5680000000000002e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathylagus","Blacksmelts","Small bathypelagics (<30 cm)","Salmon, smelts, etc","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.4503492000,0.20281440194063993
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathylagus","Blacksmelts","Small bathypelagics (<30 cm)","Salmon, smelts, etc","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0002254000,5.080515999999998e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathylagus","Blacksmelts","Small bathypelagics (<30 cm)","Salmon, smelts, etc","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0002254000,5.080515999999998e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,3.5824140000,5338.939074730133
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0017930000,0.0013374082477698248
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0017930000,0.0013374082477698248
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,1133.2995660000,1688977.6938935872
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.5672170000,0.4230901807447054
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Dissostichus eleginoides","Patagonian toothfish","Large bathydemersals (>=90 cm)","Perch-likes","Australia",Industrial,Landings,Reported,hand lines,Other,0.5672170000,0.4230901807447054
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,1133.2995660000,1284367.9062957885
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.5672170000,0.32173512508900004
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Notothenia rossii","Marbled rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.5672170000,0.32173512508900004
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.1938060000,0.4081345049520002
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000970000,1.0223800000000006e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000970000,1.0223800000000006e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,1.9120860000,4.026646610712
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0009570000,1.008678e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Champsocephalus gunnari","Mackerel icefish","Medium pelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0009570000,1.008678e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,1.0469520000,1.0961084903040004
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0005240000,2.745760000000001e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Channichthys rhinoceratus","Unicorn icefish","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0005240000,2.745760000000001e-07
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,4.9710839400,38.666452664054546
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0024880300,9.685975430900006e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0024880300,9.685975430900006e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Direct human consumption,2.8051920000,21.81955183029648
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0014040000,5.46581412e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Antimora rostrata","Blue antimora","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,hand lines,Other,0.0014040000,5.46581412e-06
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Halargyreus johnsonii","Slender codling","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0379620000,0.004019948028
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Halargyreus johnsonii","Slender codling","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000190000,1.006999999999998e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Halargyreus johnsonii","Slender codling","Medium bathypelagics (30 - 89 cm)","Cod-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000190000,1.006999999999998e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Borostomias antarcticus","Snaggletooth","Medium bathypelagics (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0059940000,3.5928036e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Borostomias antarcticus","Snaggletooth","Medium bathypelagics (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000030000,9e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Borostomias antarcticus","Snaggletooth","Medium bathypelagics (30 - 89 cm)","Other fishes & inverts","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000030000,9e-12
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja eatonii","Eaton's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,5669.8444800000,32147136.427386474
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja eatonii","Eaton's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,2.8377600000,8.052881817600001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja eatonii","Eaton's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,2.8377600000,8.052881817600001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.4175220600,0.17515887966252355
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0002089700,4.3877430899999996e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0002089700,4.3877430899999996e-08
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0019980000,0.0008382010798800001
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000010000,2.0997e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Bathyraja murrayi","Murray's skate","Small to medium rays (<90 cm)","Sharks & rays","Australia",Industrial,Landings,Reported,pelagic trawl,Other,0.0000010000,2.0997e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.0449550000,0.002020952025
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000225000,5.0625e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Gobionotothen acuta","Triangular rockcod","Medium demersals (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000225000,5.0625e-10
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,0.1478520000,0.021860213904
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0000740000,5.476e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Lepidonotothen squamifrons","Grey rockcod","Medium benthopelagics (30 - 89 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0000740000,5.476e-09
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Direct human consumption,18.9570240000,359.368758936576
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Fishmeal and fish oil,0.0094880000,9.0022144e-05
"Heard & McDonald Isl. (Australia)",eez,Reconstructed domestic catch,4,2004,"Lepidonotothen mizops","Toad notie","Small benthopelagics (<30 cm)","Perch-likes","Australia",Industrial,Landings,Reported,otter trawl,Other,0.0094880000,9.0022144e-05
